Gender,Driver_licence,Motor_licence,Bike,Skate,Hsize,Vehicles,Income,Mode,Time,Convenience,Cost,Safety,Environment,Health,Weather,Parking,Distance,Geodesic_distance,Age_20 and less,Age_21 - 30,Age_31 -40,Age_41 - 50,Age_51 and more,Depart_time_06.00 - 09.00,Depart_time_09.00 - 12.00,Depart_time_12.00 - 15.00,Depart_time_Other
1,0,0,0,0,8,2,1250,2,13,5,5,3,4,2,5,5,1.0,0.6079176555324247,0,1,0,0,0,0,0,1,0
1,1,0,0,0,6,2,750,0,33,5,5,3,1,1,5,5,25.4,18.646800533075222,0,1,0,0,0,0,0,1,0
0,1,0,0,0,7,3,750,2,24,4,1,4,5,5,2,1,1.8,1.8,0,1,0,0,0,0,0,1,0
0,1,0,0,0,6,1,250,2,29,3,3,3,3,4,4,3,2.1,2.1022098939499365,0,1,0,0,0,1,0,0,0
1,0,0,0,0,3,1,250,2,22,4,5,2,2,4,5,2,1.4,1.4,1,0,0,0,0,0,1,0,0
1,0,0,1,0,3,1,750,2,26,4,5,3,2,5,5,1,1.8,1.8,0,1,0,0,0,0,1,0,0
1,0,0,0,0,2,1,1250,1,29,2,4,4,2,2,2,5,3.9,2.892740059772756,0,0,1,0,0,1,0,0,0
1,0,0,0,0,5,2,750,2,16,4,4,2,2,4,5,2,1.2,1.2,1,0,0,0,0,0,1,0,0
0,1,0,0,0,4,1,750,1,10,5,2,2,2,2,2,2,1.8,1.2752854085180634,0,1,0,0,0,1,0,0,0
1,1,0,0,0,4,1,1250,1,24,4,4,3,3,2,2,2,3.1,3.1,0,0,1,0,0,0,1,0,0
0,0,0,0,0,3,1,750,2,26,3,3,3,2,5,5,3,1.9,1.522711803936267,0,1,0,0,0,1,0,0,0
0,0,0,0,0,5,1,750,2,14,5,2,2,2,4,4,2,1.0,0.8642922741851863,0,1,0,0,0,1,0,0,0
0,1,0,0,0,5,2,750,2,18,4,3,3,3,4,4,4,1.4,1.4637441101287356,0,1,0,0,0,1,0,0,0
0,1,0,0,0,2,0,750,2,12,5,4,2,2,4,5,2,0.9,0.9,0,0,1,0,0,1,0,0,0
1,0,0,0,0,4,1,250,2,18,3,3,3,3,4,5,3,1.3,1.3,0,1,0,0,0,0,1,0,0
1,0,0,0,0,4,1,750,1,25,4,4,2,2,2,2,2,4.4,3.071089133085131,0,0,1,0,0,0,1,0,0
0,0,0,0,0,6,2,250,1,37,4,2,2,2,2,2,2,8.0,6.311015587573096,1,0,0,0,0,0,1,0,0
0,0,0,0,0,4,1,750,1,31,3,4,3,3,3,3,2,4.6,4.6,0,1,0,0,0,1,0,0,0
1,1,0,0,0,6,1,250,2,6,5,4,2,2,4,4,2,0.7,0.3521374472742201,0,0,0,1,0,1,0,0,0
0,0,0,0,0,3,0,250,2,21,4,3,2,2,4,5,2,1.4,1.1179838349794249,0,1,0,0,0,1,0,0,0
0,1,1,0,0,4,2,1250,2,20,5,5,5,5,5,5,1,1.5,1.0742084265214602,0,0,0,1,0,0,1,0,0
1,1,0,0,0,4,1,750,2,16,5,5,5,3,1,4,5,1.2,1.7656279603623506,0,1,0,0,0,0,1,0,0
0,0,0,0,0,4,1,250,1,38,5,4,3,1,1,3,3,6.9,5.643977111392685,1,0,0,0,0,0,1,0,0
0,1,1,0,0,4,2,1250,0,17,3,4,3,2,2,4,5,10.3,10.3,0,0,1,0,0,1,0,0,0
1,0,0,0,0,3,1,250,1,25,5,4,2,2,2,1,1,3.5,14.230640032324303,1,0,0,0,0,1,0,0,0
0,0,0,1,1,3,0,250,2,16,3,3,3,3,4,5,3,1.2,0.7816168630438881,1,0,0,0,0,0,1,0,0
1,0,0,0,0,5,1,750,2,11,5,3,5,2,5,5,1,0.75,0.627685446769371,0,1,0,0,0,0,0,1,0
1,0,0,0,0,3,0,750,1,21,5,5,4,1,1,1,1,3.3,3.3,0,0,1,0,0,1,0,0,0
0,1,0,1,0,3,2,1750,0,22,4,3,3,3,3,3,3,4.4,3.8463659044139753,0,0,0,1,0,0,1,0,0
0,1,0,0,0,5,1,750,0,12,4,4,5,4,3,3,4,7.1,10.052525279166725,0,0,0,1,0,1,0,0,0
1,1,0,0,0,4,1,750,1,17,3,4,4,2,2,2,4,2.3,1.8736780490163574,0,0,1,0,0,1,0,0,0
1,0,0,0,0,3,1,750,1,25,5,5,3,3,3,3,3,4.1,2.061006986322375,0,0,0,1,0,1,0,0,0
1,1,0,0,0,3,2,750,0,35,4,3,4,4,2,4,4,17.2,11.834862587743629,0,0,0,1,0,1,0,0,0
1,0,0,0,0,5,1,250,1,18,2,5,3,1,3,4,1,3.0,1.7974002733464471,0,1,0,0,0,0,0,1,0
1,0,0,0,0,5,2,250,2,15,5,3,2,4,5,5,2,1.1,0.8586977709584924,1,0,0,0,0,0,1,0,0
1,0,0,0,0,3,0,250,2,12,3,3,3,4,4,5,1,0.85,0.85,1,0,0,0,0,0,0,1,0
0,1,0,0,0,4,1,750,2,11,5,3,2,2,4,4,3,0.9,0.8478359983440592,0,1,0,0,0,0,0,0,1
0,0,0,1,0,6,2,750,2,17,4,3,3,3,4,5,2,1.1,1.3940952037374172,0,1,0,0,0,0,0,0,1
0,0,0,0,0,3,1,250,2,19,3,3,3,4,4,4,3,1.3,1.0819801318860827,1,0,0,0,0,0,0,1,0
1,0,0,0,0,3,0,750,1,28,5,5,2,2,2,2,2,3.7,3.1819809764071976,0,1,0,0,0,1,0,0,0
0,1,1,0,0,2,1,1750,0,15,5,5,3,3,3,3,5,4.5,3.936665369606853,0,1,0,0,0,1,0,0,0
1,1,0,0,0,3,1,750,1,34,4,4,3,3,3,3,5,2.9,2.4967364559001393,0,0,1,0,0,1,0,0,0
1,1,1,0,0,2,2,2250,0,35,5,3,5,1,1,5,5,11.8,7.665098073777316,0,1,0,0,0,1,0,0,0
1,1,0,0,0,4,3,1250,1,35,1,1,2,3,2,1,1,9.1,6.300575120092221,0,1,0,0,0,0,0,0,1
0,1,0,0,0,3,2,1750,0,51,4,5,5,4,4,4,4,29.2,29.2,0,0,0,0,1,1,0,0,0
0,1,0,0,0,3,2,1750,0,49,4,5,4,4,4,4,5,24.3,9.698211168152948,0,0,0,1,0,0,1,0,0
1,0,0,0,0,3,0,250,2,22,2,2,2,4,4,5,2,1.5,1.2006420479968614,1,0,0,0,0,0,0,1,0
0,0,0,0,0,4,1,250,2,12,3,3,3,4,4,4,3,0.85,0.6394757502294484,1,0,0,0,0,0,0,0,1
1,1,0,0,0,4,2,1250,0,39,5,5,5,5,5,5,5,28.2,28.2,0,0,0,0,1,0,0,0,1
1,0,0,0,0,3,1,250,2,21,2,2,2,4,5,5,2,1.3,1.3,1,0,0,0,0,0,0,1,0
1,0,0,0,0,4,1,750,1,51,3,5,5,3,3,3,4,5.5,5.5,0,0,1,0,0,1,0,0,0
0,0,0,0,0,3,0,250,2,10,2,2,2,3,4,4,2,0.75,0.75,1,0,0,0,0,0,0,1,0
1,0,0,0,0,2,0,250,2,15,3,3,3,4,5,5,3,1.0,0.5977199412241077,0,1,0,0,0,0,0,0,1
0,0,0,0,0,4,1,250,2,18,3,3,3,4,5,5,3,1.3,0.933874509857791,1,0,0,0,0,0,0,1,0
1,0,0,0,0,3,1,250,2,10,3,3,3,3,4,5,3,0.9,0.6921035485246776,1,0,0,0,0,0,0,1,0
0,0,0,0,1,3,1,250,2,12,3,3,3,4,4,5,3,1.1,1.1,1,0,0,0,0,0,0,0,1
1,1,0,0,0,3,1,250,2,21,2,4,2,3,4,5,2,1.5,0.9475130799959384,0,1,0,0,0,0,1,0,0
1,0,0,0,0,5,2,250,1,25,3,5,3,3,3,4,3,5.1,5.1,0,1,0,0,0,1,0,0,0
1,1,1,0,1,3,0,250,2,21,5,3,3,4,5,5,2,1.7,1.1995705233569618,0,1,0,0,0,0,0,0,1
1,0,0,0,0,4,2,250,2,25,3,3,3,4,5,4,2,1.8,1.5866105204862995,1,0,0,0,0,0,1,0,0
1,1,0,0,0,4,1,750,1,18,2,5,3,2,2,4,4,3.0,1.9176128509706079,0,0,1,0,0,1,0,0,0
1,1,0,0,0,3,1,250,2,30,3,3,3,3,4,5,3,2.3,1.4898229125993099,0,1,0,0,0,0,1,0,0
1,0,0,0,0,5,2,250,2,20,4,3,3,4,4,4,3,1.1,0.9022498853872734,1,0,0,0,0,0,0,0,1
1,0,0,0,0,4,1,750,1,21,4,5,3,3,3,4,3,4.2,3.6041392785554747,0,0,1,0,0,1,0,0,0
1,0,0,0,1,4,1,250,2,25,1,1,1,4,5,5,3,1.8,1.3728714747892086,1,0,0,0,0,0,1,0,0
1,1,0,0,0,4,1,250,2,12,2,2,2,4,4,4,3,0.9,0.7138642594618103,0,1,0,0,0,0,0,1,0
0,1,0,0,0,3,1,1250,0,9,5,3,5,3,3,3,5,3.2,2.4605762219856615,0,0,1,0,0,1,0,0,0
1,0,0,1,1,3,1,750,1,40,3,5,3,2,2,4,2,5.5,5.5,0,1,0,0,0,1,0,0,0
1,0,0,0,1,5,2,250,2,21,3,3,3,3,4,5,3,1.5,1.1816439511168235,0,1,0,0,0,0,0,1,0
0,0,1,0,1,3,1,250,2,20,3,3,3,3,5,4,3,1.4,1.454925553910945,0,1,0,0,0,0,1,0,0
1,1,0,0,0,5,1,750,1,30,2,5,2,2,2,4,2,5.8,5.8,0,0,1,0,0,1,0,0,0
1,1,0,1,0,1,0,1250,1,30,1,2,1,2,2,4,3,3.6,3.6,0,1,0,0,0,1,0,0,0
1,0,0,1,0,2,0,750,1,33,3,5,3,3,3,5,3,6.5,5.754215260603123,0,0,1,0,0,1,0,0,0
1,1,0,1,0,3,1,750,1,43,1,5,3,2,2,4,2,6.7,8.473306114916712,0,1,0,0,0,1,0,0,0
0,1,1,0,1,4,2,750,2,17,3,3,3,4,4,4,3,1.2,1.1865520208957852,1,0,0,0,0,0,0,1,0
0,1,0,0,0,5,2,1250,0,22,5,3,5,3,3,3,3,19.2,19.2,0,0,0,1,0,1,0,0,0
1,1,0,1,0,3,0,750,1,60,1,5,3,3,3,3,3,13.1,13.1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,6,1,750,2,16,3,3,3,3,4,5,3,1.1,0.8664919956750042,1,0,0,0,0,0,1,0,0
1,1,0,0,0,2,1,750,2,20,3,4,4,3,4,4,5,0.75,0.5860622195803245,0,0,1,0,0,0,1,0,0
1,1,0,0,0,2,2,1250,0,10,4,3,3,3,4,4,4,0.85,0.5475112387710432,0,0,0,1,0,1,0,0,0
0,1,1,0,0,4,2,1250,1,42,2,4,3,4,3,2,2,6.5,6.676418372746418,0,1,0,0,0,0,1,0,0
0,0,0,0,0,3,1,750,2,24,3,3,3,3,5,5,3,1.7,1.6289142371658756,1,0,0,0,0,0,1,0,0
0,0,0,0,1,4,1,250,2,30,1,1,1,4,5,5,1,2.2,2.2,0,1,0,0,0,0,0,1,0
1,1,0,0,1,4,2,750,2,26,3,3,3,3,4,4,5,1.9,1.6605714536936045,0,1,0,0,0,0,1,0,0
1,0,0,1,0,2,0,750,1,25,3,5,3,4,3,4,3,5.0,5.0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,2,0,750,1,48,2,5,2,2,2,4,2,7.2,7.2,0,0,0,1,0,0,1,0,0
0,0,0,0,0,3,0,250,2,37,3,3,3,3,5,4,3,2.8,2.030264781928377,0,1,0,0,0,0,0,0,1
0,1,0,0,0,2,1,1250,1,44,2,5,2,2,2,2,5,8.7,9.571559532716558,0,0,0,0,1,0,1,0,0
0,0,0,1,1,4,2,250,2,22,3,3,3,3,4,5,3,1.5,1.3505935685596104,1,0,0,0,0,0,1,0,0
1,1,0,0,0,3,1,750,1,28,2,5,2,2,2,4,4,4.6,4.6,0,0,1,0,0,1,0,0,0
0,1,0,0,0,3,1,750,2,35,3,4,3,3,5,4,2,2.6,2.6,0,1,0,0,0,0,0,1,0
0,0,0,0,1,5,2,750,2,41,3,3,3,2,5,4,4,3.0,3.1238341173804067,0,1,0,0,0,0,0,0,1
1,1,0,0,0,2,1,750,1,47,2,5,1,2,2,4,4,7.4,6.789076966924307,0,0,0,1,0,1,0,0,0
1,0,0,1,0,4,1,750,1,38,2,5,2,2,2,4,4,5.7,5.7,0,0,1,0,0,1,0,0,0
0,1,0,0,0,4,2,250,2,42,3,4,3,4,4,5,3,3.1,2.487230227087545,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,1,250,2,23,3,4,2,2,2,4,3,1.7,1.345383252142979,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,1,750,1,50,2,5,2,2,2,4,5,6.7,6.7,0,1,0,0,0,1,0,0,0
0,0,0,1,1,2,0,750,2,36,3,3,3,4,5,5,3,2.6,2.2704211589794574,0,1,0,0,0,1,0,0,0
0,1,1,0,0,5,2,1250,0,25,5,3,5,3,3,3,4,8.6,7.340255708841578,0,0,1,0,0,1,0,0,0
1,1,0,0,0,4,1,750,1,55,3,5,3,3,3,4,3,9.8,8.616161996508211,0,0,1,0,0,1,0,0,0
1,1,0,0,0,5,1,750,1,51,2,5,2,2,2,4,5,5.5,4.579762231627611,0,1,0,0,0,1,0,0,0
0,1,0,0,1,4,1,750,2,41,3,3,3,4,4,4,3,3.1,3.1,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,1,1750,0,15,5,3,5,3,3,3,4,5.1,4.319280502119052,0,0,1,0,0,1,0,0,0
1,0,0,0,0,2,0,750,1,55,3,5,3,3,3,4,3,9.7,8.631882837859985,0,0,0,0,1,1,0,0,0
0,1,0,0,0,3,1,250,2,30,3,3,4,4,4,5,3,2.1,2.1,0,1,0,0,0,0,0,1,0
0,1,0,0,0,5,3,1750,0,35,5,3,4,3,3,3,5,10.2,9.03529028080219,0,0,1,0,0,1,0,0,0
0,1,0,0,0,2,0,750,1,53,3,5,2,2,2,3,4,4.9,4.260859609826419,0,0,1,0,0,1,0,0,0
0,1,0,0,0,4,2,1250,0,20,5,2,5,3,3,3,5,6.8,6.071932461889076,0,0,1,0,0,1,0,0,0
0,1,0,0,0,3,1,750,2,40,3,3,4,4,4,5,3,2.8,2.8,1,0,0,0,0,0,1,0,0
1,0,0,1,0,4,1,750,1,52,4,5,3,3,3,4,4,8.0,7.022530432897573,0,1,0,0,0,1,0,0,0
0,1,0,0,0,4,2,1250,0,23,4,3,4,3,3,3,5,7.3,7.3,0,0,0,1,0,0,1,0,0
1,0,0,1,0,2,1,750,1,72,2,4,2,2,2,2,3,9.9,8.40042560004617,0,0,1,0,0,1,0,0,0
0,0,0,0,0,5,1,250,2,34,3,3,3,3,5,4,3,2.5,2.5,1,0,0,0,0,1,0,0,0
0,1,0,0,0,4,1,750,2,27,3,4,3,3,5,4,3,1.9,1.9,0,0,1,0,0,0,1,0,0
1,0,0,1,0,2,0,750,1,50,1,5,1,1,1,1,5,6.7,6.2912849794123575,0,0,1,0,0,1,0,0,0
0,1,0,0,0,4,2,1250,0,18,4,3,4,3,3,3,4,7.7,7.146209589377166,0,1,0,0,0,1,0,0,0
0,1,0,0,0,4,1,750,1,57,3,5,3,3,3,4,5,7.8,7.8,0,1,0,0,0,1,0,0,0
0,1,0,0,0,3,1,750,2,47,4,3,3,4,3,5,3,3.4,2.9629492923747383,0,1,0,0,0,0,1,0,0
1,0,0,1,0,3,1,750,1,25,3,5,3,4,3,3,4,3.3,2.869613700183813,0,0,0,1,0,0,1,0,0
0,1,0,0,0,4,3,1750,0,18,5,3,4,3,3,3,5,9.1,9.1,0,1,0,0,0,1,0,0,0
0,0,0,1,1,4,1,750,1,42,3,5,4,4,3,3,3,6.7,6.05313951454094,1,0,0,0,0,1,0,0,0
1,0,0,1,0,3,0,750,1,35,4,4,3,4,3,3,3,6.0,6.0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,4,2,750,2,46,3,4,3,4,5,5,3,3.3,3.5714622016631057,0,1,0,0,0,1,0,0,0
1,0,0,0,0,4,1,250,2,27,3,3,3,4,4,4,3,2.0,1.8179108060127427,1,0,0,0,0,0,1,0,0
0,1,0,0,0,3,1,750,0,9,4,3,4,3,3,3,5,2.6,2.1701847495706135,0,0,1,0,0,1,0,0,0
1,1,0,0,0,4,2,750,0,14,5,3,3,3,3,3,4,3.5,3.071457619521252,0,0,1,0,0,0,1,0,0
0,1,0,0,1,4,1,750,2,33,3,4,3,3,3,4,4,2.4,2.1039459720400195,0,1,0,0,0,1,0,0,0
0,1,0,0,0,3,1,1250,1,30,4,4,3,4,3,3,4,4.9,4.508160876521295,0,0,0,1,0,1,0,0,0
1,0,0,1,0,4,1,750,1,25,2,4,2,4,2,4,2,4.1,3.5498690766836263,0,1,0,0,0,0,0,0,1
0,0,1,0,0,3,1,750,2,50,3,3,3,3,5,3,3,3.8,3.8,0,1,0,0,0,1,0,0,0
0,1,0,0,0,3,1,1250,0,32,5,3,4,3,3,3,4,10.4,9.362421352731856,0,1,0,0,0,1,0,0,0
0,1,0,0,0,2,0,750,1,53,3,5,3,3,3,3,4,5.6,4.409467091848423,0,0,1,0,0,1,0,0,0
0,1,0,0,0,4,2,1250,2,37,3,4,3,4,4,5,3,2.6,4.831163200755542,0,1,0,0,0,1,0,0,0
0,0,0,1,0,3,1,750,2,50,3,3,3,3,5,5,3,3.4,3.4,1,0,0,0,0,1,0,0,0
1,0,0,1,0,5,2,750,1,25,3,5,3,4,2,2,3,4.8,4.369895682650385,0,0,1,0,0,1,0,0,0
0,0,1,0,0,3,1,750,2,40,3,3,3,3,5,5,3,2.9,5.706309194186086,0,1,0,0,0,1,0,0,0
0,1,1,0,0,4,1,750,2,42,3,4,3,5,5,5,4,2.7,2.38324727070773,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,1,750,2,30,3,3,3,3,4,4,3,2.2,2.2,0,1,0,0,0,1,0,0,0
0,1,0,0,0,3,1,1250,0,27,5,3,4,3,3,3,3,10.3,10.3,0,0,1,0,0,1,0,0,0
1,1,0,0,0,4,2,1250,0,27,4,3,4,3,3,3,3,11.3,11.3,0,0,1,0,0,0,1,0,0
0,0,0,0,0,4,1,250,1,40,5,5,3,3,3,3,3,6.4,6.4,1,0,0,0,0,0,1,0,0
0,1,0,0,0,3,1,250,2,35,3,4,3,3,5,4,4,2.9,2.9,0,1,0,0,0,1,0,0,0
0,1,0,0,0,4,2,1250,0,33,5,3,4,3,3,3,4,19.8,19.8,0,0,1,0,0,1,0,0,0
1,1,1,0,0,5,2,1250,0,36,4,3,5,3,3,3,5,16.7,15.379515700983537,0,0,0,1,0,1,0,0,0
0,1,0,0,0,3,1,750,0,12,5,3,5,3,3,3,4,9.4,7.895198896251902,0,1,0,0,0,0,1,0,0
1,0,0,1,0,3,1,750,1,50,2,5,2,5,3,3,3,5.8,5.4196401853765215,0,0,1,0,0,0,0,1,0
0,1,0,0,0,2,0,750,1,48,2,4,2,4,2,2,3,7.8,7.016672066366418,0,1,0,0,0,0,1,0,0
0,1,1,0,0,3,1,750,0,20,5,3,3,3,3,3,5,4.9,1.7669589640122012,0,1,0,0,0,1,0,0,0
0,0,0,0,0,2,0,750,1,50,3,5,1,5,1,1,1,5.8,4.788085261502133,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,2,1250,0,18,5,3,5,3,3,3,3,6.8,6.8,0,1,0,0,0,1,0,0,0
1,0,0,1,0,3,1,750,2,27,3,3,3,3,4,5,3,1.9,1.6157977858111887,1,0,0,0,0,0,0,1,0
0,0,0,0,1,3,1,250,2,30,4,3,3,4,4,4,3,2.2,1.854708468370375,1,0,0,0,0,0,1,0,0
1,0,0,0,0,3,1,750,1,52,2,4,2,4,2,2,2,6.1,5.280952703430583,0,1,0,0,0,0,1,0,0
1,1,0,0,0,4,2,1250,0,27,4,3,4,3,3,3,4,9.6,8.22652744177344,0,0,1,0,0,1,0,0,0
1,1,0,0,0,3,1,750,2,31,3,4,3,3,4,5,4,2.3,1.9980963881636153,0,1,0,0,0,0,0,1,0
1,0,0,1,1,4,1,250,2,33,3,4,3,3,3,5,3,2.4,2.2110109484547515,1,0,0,0,0,0,1,0,0
1,1,0,0,0,3,1,1250,0,21,5,3,4,3,3,3,3,8.7,6.705679061740565,0,1,0,0,0,0,1,0,0
0,1,0,0,0,3,1,750,2,34,3,4,3,3,5,5,5,2.5,2.028382224454813,0,1,0,0,0,1,0,0,0
1,0,0,1,0,2,0,750,1,39,3,5,5,4,3,3,3,4.3,3.5735835257833153,0,1,0,0,0,1,0,0,0
1,0,0,0,0,3,0,750,1,38,4,5,3,5,3,3,3,6.0,5.322792742991965,0,1,0,0,0,0,1,0,0
0,1,1,0,0,4,2,1250,0,18,5,3,5,3,3,3,5,8.6,7.410075701741342,0,0,1,0,0,0,0,1,0
1,1,0,0,0,1,0,750,1,60,3,5,3,5,3,3,3,9.7,8.835484283861797,0,0,0,1,0,0,1,0,0
0,1,0,1,1,3,1,750,2,44,4,3,3,4,5,5,3,3.2,2.680253032154943,0,1,0,0,0,1,0,0,0
1,0,0,0,0,3,0,750,1,18,4,5,3,4,3,3,3,2.2,1.8697626752447278,0,1,0,0,0,0,0,1,0
1,1,0,0,0,3,1,750,1,35,2,5,2,5,2,2,4,4.0,3.406827408468467,0,0,1,0,0,1,0,0,0
