Gender,Driver_licence,Truck_licence,Motor_licence,Car_access,Bike_access,Skate_access,Motor_access,Hsize,Vehicles,Mode,Time,Convenience,Cost,Safety,Environment,Health,Weather,Parking,Distance,Geodesic_distance,Age_20 και κάτω,Age_21 - 30,Age_31 -40,Age_41 - 50,Age_51 και άνω,Income_0 - 500,Income_1000 - 1500,Income_1500 και ανω,Income_500 - 1000,Depart_time_06.00 - 09.00,Depart_time_09.00 - 12.00,Depart_time_12.00 - 15.00,Depart_time_other
0,0,0,0,0,0,0,0,2,0,1,22,1,4,5,3,5,4,3,3.7,3.7,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,2,1,0,21,5,5,5,5,5,5,5,11.9,8.407503844249522,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,1,0,0,0,4,2,0,30,1,1,2,1,3,3,1,22.9,22.9,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,5,2,2,11,5,5,5,3,3,5,5,0.9,0.9,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,5,1,2,20,4,5,5,5,5,3,3,1.5,1.2221720214984348,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1,0,0,1,0,0,0,4,2,0,13,5,1,5,4,1,1,5,5.2,5.2,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,1,0,0,0,4,2,0,25,1,5,5,1,1,5,5,8.3,8.3,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,4,2,2,13,2,4,4,3,3,4,3,0.9,0.4288550743476072,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,0,0,3,1,0,20,4,4,4,4,3,3,5,10.8,7.173755097043747,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0,1,1,0,0,0,3,1,0,31,2,2,2,2,3,3,4,28.2,21.269362631314102,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,0,4,5,0,20,1,1,1,1,1,3,1,5.6,4.109669123350676,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,4,1,2,11,4,4,3,2,2,2,2,0.9,0.9,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,4,1,2,10,4,4,3,3,3,3,3,0.75,0.4843173233291081,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,1,1,0,0,5,2,0,26,4,4,5,4,4,4,4,13.4,13.4,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,2,0,2,14,4,5,4,1,2,5,4,1.0,0.8863349187138837,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,1,0,0,5,1,1,34,4,3,3,1,1,3,3,6.9,5.28156419668505,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,0,4,2,0,10,5,4,4,2,2,4,5,3.0,3.0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,0,0,2,1,2,20,4,3,2,2,4,4,2,1.4,1.3734832918467226,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,1,4,1,2,32,5,5,3,2,4,5,3,2.4,2.078161527005018,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,1,0,0,2,1,2,5,5,5,5,5,5,5,5,0.7,0.7,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,1,0,1,1,2,6,4,5,5,5,5,5,1,0.8,5.025971482473481,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,2,1,2,14,3,4,5,4,4,5,5,1.0,2.6818580922915,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,3,2,2,9,5,5,5,5,5,5,5,0.9,3.6885834475245294,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,0,1,1,0,0,1,2,2,0,20,4,2,4,4,3,5,2,5.8,5.365040740049745,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0,1,1,1,0,0,3,2,0,22,4,2,2,2,3,3,1,19.0,19.0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,4,1,1,51,4,4,4,3,4,4,5,6.5,4.672523850859542,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,4,1,1,12,4,5,4,4,4,3,5,2.6,2.6,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,5,1,2,14,3,2,3,3,3,4,3,1.0,0.7076590451265724,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,5,2,0,37,4,3,4,4,3,4,3,14.8,14.8,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,4,1,1,29,4,5,5,4,3,4,5,5.9,5.9,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,2,0,1,12,3,5,5,3,5,5,5,1.8,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,0,4,1,1,22,2,5,4,1,3,4,5,3.6,6.720525210949763,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,8,2,2,13,5,5,3,4,2,5,5,1.0,0.6079176555324247,0,1,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,1,0,0,0,6,2,0,33,5,5,3,1,1,5,5,25.4,20.102229089563522,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,0,7,3,2,24,4,1,4,5,5,2,1,1.8,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,6,1,2,29,3,3,3,3,4,4,3,2.1,1.835742637130586,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,3,1,2,22,4,5,2,2,4,5,2,1.4,1.4,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,3,1,2,26,4,5,3,2,5,5,1,1.8,1.8,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,0,0,0,0,2,1,1,29,2,4,4,2,2,2,5,3.9,2.535953242398007,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,5,2,2,16,4,4,2,2,4,5,2,1.2,1.2,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,4,1,1,10,5,2,2,2,2,2,2,1.8,1.2752854085180634,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,4,1,1,24,4,4,3,3,2,2,2,3.1,3.1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,3,1,2,26,3,3,3,2,5,5,3,1.9,1.522711803936267,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,5,1,2,14,5,2,2,2,4,4,2,1.0,0.8642732221949594,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,0,0,5,2,2,18,4,3,3,3,4,4,4,1.4,1.1380023159879316,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,2,0,2,12,5,4,2,2,4,5,2,0.9,0.9,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,4,1,2,18,3,3,3,3,4,5,3,1.3,1.3,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,4,1,1,25,4,4,2,2,2,2,2,4.4,3.071089133085131,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,6,2,1,37,4,2,2,2,2,2,2,8.0,6.311015587573096,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,4,1,1,31,3,4,3,3,3,3,2,4.6,4.6,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,6,1,2,6,5,4,2,2,4,4,2,0.7,0.37351735140641446,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,3,0,2,21,4,3,2,2,4,5,2,1.4,1.1179838349794249,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,1,0,0,1,4,2,2,20,5,5,5,5,5,5,1,1.5,1.1069805751878365,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,0,1,0,0,0,4,1,2,16,5,5,5,3,1,4,5,1.2,1.7656279603623506,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,4,1,1,38,5,4,3,1,1,3,3,6.9,5.643977111392685,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,1,1,0,0,1,4,2,0,17,3,4,3,2,2,4,5,10.3,10.3,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,3,1,1,25,5,4,2,2,2,1,1,3.5,14.230640032324303,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,3,0,2,16,3,3,3,3,4,5,3,1.2,0.7816168630438881,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,5,1,2,11,5,3,5,2,5,5,1,0.75,0.627685446769371,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,3,0,1,21,5,5,4,1,1,1,1,3.3,3.3,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,1,0,0,3,2,0,22,4,3,3,3,3,3,3,4.4,3.8463659044139753,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,5,1,0,12,4,4,5,4,3,3,4,7.1,10.052525279166725,0,0,0,1,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,4,1,1,17,3,4,4,2,2,2,4,2.3,1.8736780490163574,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,3,1,1,25,5,5,3,3,3,3,3,4.1,2.061006986322375,0,0,0,1,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,0,3,2,0,35,4,3,4,4,2,4,4,17.2,11.834862587743629,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,5,1,1,18,2,5,3,1,3,4,1,3.0,1.7974002733464471,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,5,2,2,15,5,3,2,4,5,5,2,1.1,0.8586977709584924,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,3,0,2,12,3,3,3,4,4,5,1,0.85,0.85,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,4,1,2,11,5,3,2,2,4,4,3,0.9,0.8478359983440592,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,0,6,2,2,17,4,3,3,3,4,5,2,1.1,1.3940952037374172,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,3,1,2,19,3,3,3,4,4,4,3,1.3,1.0819801318860827,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,3,0,1,28,5,5,2,2,2,2,2,3.7,3.1819809764071976,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,0,0,2,1,0,15,5,5,3,3,3,3,5,4.5,3.936665369606853,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,3,1,1,34,4,4,3,3,3,3,5,2.9,2.4156696654546446,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,1,1,0,0,0,2,2,0,35,5,3,5,1,1,5,5,11.8,8.412190578952742,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,0,0,1,0,0,0,4,3,1,35,1,1,2,3,2,1,1,9.1,6.300575120092221,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,1,0,0,0,3,2,0,51,4,5,5,4,4,4,4,29.2,29.2,0,0,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,3,0,2,22,2,2,2,4,4,5,2,1.5,1.2006420479968614,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,4,1,2,12,3,3,3,4,4,4,3,0.85,0.6394757502294484,1,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,0,1,0,0,0,4,2,0,39,5,5,5,5,5,5,5,28.2,28.2,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,1,2,21,2,2,2,4,5,5,2,1.3,1.3,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,4,1,1,51,3,5,5,3,3,3,4,5.5,5.5,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,3,0,2,10,2,2,2,3,4,4,2,0.75,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,2,0,2,15,3,3,3,4,5,5,3,1.0,0.5977199412241077,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,4,1,2,18,3,3,3,4,5,5,3,1.3,0.933874509857791,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,3,1,2,10,3,3,3,3,4,5,3,0.9,0.6921035485246776,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,3,1,2,12,3,3,3,4,4,5,3,1.1,1.1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,3,1,2,21,2,4,2,3,4,5,2,1.5,0.9475130799959384,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,5,2,1,25,3,5,3,3,3,4,3,5.1,5.1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,1,0,1,0,0,1,0,3,0,2,21,5,3,3,4,5,5,2,1.7,1.1995705233569618,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,4,2,2,25,3,3,3,4,5,4,2,1.8,1.5866105204862995,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,4,1,1,18,2,5,3,2,2,4,4,3.0,1.9176128509706079,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,3,1,2,30,3,3,3,3,4,5,3,2.3,1.4898229125993099,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,5,2,2,20,4,3,3,4,4,4,3,1.1,0.9022498853872734,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,4,1,1,21,4,5,3,3,3,4,3,4.2,3.6041392785554747,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,4,1,2,25,1,1,1,4,5,5,3,1.8,1.3728714747892086,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,4,1,2,12,2,2,2,4,4,4,3,0.9,0.7138642594618103,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1,0,0,0,3,1,0,9,5,3,5,3,3,3,5,3.2,2.4605762219856615,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,1,1,0,3,1,1,40,3,5,3,2,2,4,2,5.5,5.5,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,5,2,2,21,3,3,3,3,4,5,3,1.5,1.1816439511168235,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,1,1,3,1,2,20,3,3,3,3,5,4,3,1.4,1.454925553910945,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,1,0,0,0,5,1,1,30,2,5,2,2,2,4,2,5.8,5.8,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,1,0,1,30,1,2,1,2,2,4,3,3.6,3.6,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,1,0,0,2,0,1,33,3,5,3,3,3,5,3,6.5,5.754215260603123,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,1,0,0,3,1,1,43,1,5,3,2,2,4,2,6.7,8.473306114916712,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,0,0,1,1,4,2,2,17,3,3,3,4,4,4,3,1.2,1.1797392964177453,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,0,5,2,0,22,5,3,5,3,3,3,3,19.2,19.2,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,0,1,0,0,3,0,1,60,1,5,3,3,3,3,3,13.1,13.1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,6,1,2,16,3,3,3,3,4,5,3,1.1,0.8664919956750042,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,2,1,2,20,3,4,4,3,4,4,5,0.75,0.5860622195803245,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,2,2,0,10,4,3,3,3,4,4,4,0.85,0.5475112387710432,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,1,1,0,0,0,4,2,1,42,2,4,3,4,3,2,2,6.5,6.676418372746418,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,3,1,2,24,3,3,3,3,5,5,3,1.7,1.6289142371658756,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,0,4,1,2,30,1,1,1,4,5,5,1,2.2,2.2,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1,0,0,1,0,1,0,4,2,2,26,3,3,3,3,4,4,5,1.9,1.6605714536936045,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,2,0,1,25,3,5,3,4,3,4,3,5.0,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,0,2,0,1,48,2,5,2,2,2,4,2,7.2,7.2,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,3,0,2,37,3,3,3,3,5,4,3,2.8,2.030264781928377,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,2,1,1,44,2,5,2,2,2,2,5,8.7,9.571559532716558,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,1,1,0,4,2,2,22,3,3,3,3,4,5,3,1.5,1.5677934840786223,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,3,1,1,28,2,5,2,2,2,4,4,4.6,4.6,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,3,1,2,35,3,4,3,3,5,4,2,2.6,2.6,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,1,5,2,2,41,3,3,3,2,5,4,4,3.0,3.1238341173804067,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,2,1,1,47,2,5,1,2,2,4,4,7.4,6.789076966924307,0,0,0,1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,4,1,1,38,2,5,2,2,2,4,4,5.7,5.7,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,4,2,2,42,3,4,3,4,4,5,3,3.1,2.487230227087545,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,3,1,2,23,3,4,2,2,2,4,3,1.7,1.345383252142979,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,3,1,1,50,2,5,2,2,2,4,5,6.7,6.7,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,1,1,0,2,0,2,36,3,3,3,4,5,5,3,2.6,2.3241726492100816,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,5,2,0,25,5,3,5,3,3,3,4,8.6,7.340255708841578,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,0,0,0,0,4,1,1,55,3,5,3,3,3,4,3,9.8,8.616161996508211,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,0,5,1,1,51,2,5,2,2,2,4,5,5.5,4.579762231627611,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,1,0,4,1,2,41,3,3,3,4,4,4,3,3.1,3.1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,0,3,1,0,15,5,3,5,3,3,3,4,5.1,4.379403665174064,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,2,0,1,55,3,5,3,3,3,4,3,9.7,8.631882837859985,0,0,0,0,1,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,3,1,2,30,3,3,4,4,4,5,3,2.1,2.1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,1,0,0,0,5,3,0,35,5,3,4,3,3,3,5,10.2,9.03529028080219,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,2,0,1,53,3,5,2,2,2,3,4,4.9,4.260859609826419,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,4,2,0,20,5,2,5,3,3,3,5,6.8,6.442971048206715,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,3,1,2,40,3,3,4,4,4,5,3,2.8,2.8,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,4,1,1,52,4,5,3,3,3,4,4,8.0,7.022530432897573,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,0,0,4,2,0,23,4,3,4,3,3,3,5,7.3,7.3,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0,1,0,0,2,1,1,72,2,4,2,2,2,2,3,9.9,8.482152053196781,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,5,1,2,34,3,3,3,3,5,4,3,2.5,2.5,1,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,4,1,2,27,3,4,3,3,5,4,3,1.9,1.9,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,2,0,1,50,1,5,1,1,1,1,5,6.7,6.2912849794123575,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,4,2,0,18,4,3,4,3,3,3,4,7.7,7.146209589377166,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,1,0,0,0,4,1,1,57,3,5,3,3,3,4,5,7.8,7.8,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,3,1,2,47,4,3,3,4,3,5,3,3.4,2.9629492923747383,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,3,1,1,25,3,5,3,4,3,3,4,3.3,2.869613700183813,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1,1,0,1,0,0,0,4,3,0,18,5,3,4,3,3,3,5,9.1,9.1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,4,1,1,42,3,5,4,4,3,3,3,6.7,6.05313951454094,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,3,0,1,35,4,4,3,4,3,3,3,6.0,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,1,1,0,4,2,2,46,3,4,3,4,5,5,3,3.3,3.5397025288068247,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,4,1,2,27,3,3,3,4,4,4,3,2.0,1.8179108060127427,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,1,0,0,0,3,1,0,9,4,3,4,3,3,3,5,2.6,2.1701847495706135,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,0,0,1,0,0,1,4,2,0,14,5,3,3,3,3,3,4,3.5,3.071457619521252,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,1,0,4,1,2,33,3,4,3,3,3,4,4,2.4,2.1039459720400195,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,3,1,1,30,4,4,3,4,3,3,4,4.9,4.508160876521295,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0,1,0,0,4,1,1,25,2,4,2,4,2,4,2,4.1,3.5306527823419454,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,3,1,2,50,3,3,3,3,5,3,3,3.8,3.8,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,3,1,0,32,5,3,4,3,3,3,4,10.4,9.362421352731856,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,2,0,1,53,3,5,3,3,3,3,4,5.6,4.407668133331762,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,0,1,0,0,0,4,2,2,37,3,4,3,4,4,5,3,2.6,4.812811258528759,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,3,1,2,50,3,3,3,3,5,5,3,3.4,3.4,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,0,5,2,1,25,3,5,3,4,2,2,3,4.8,4.2860892729613305,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,3,1,2,40,3,3,3,3,5,5,3,2.9,5.706309194186086,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,1,0,0,1,4,1,2,42,3,4,3,5,5,5,4,2.7,2.38324727070773,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,0,0,0,0,3,1,2,30,3,3,3,3,4,4,3,2.2,2.2,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,0,1,0,0,0,3,1,0,27,5,3,4,3,3,3,3,10.3,10.3,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,0,0,4,2,0,27,4,3,4,3,3,3,3,11.3,11.3,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,4,1,1,40,5,5,3,3,3,3,3,6.4,6.4,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,3,1,2,35,3,4,3,3,5,4,4,2.9,2.9,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,1,0,1,0,0,0,4,2,0,33,5,3,4,3,3,3,4,19.8,19.8,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,1,1,0,0,1,5,2,0,36,4,3,5,3,3,3,5,16.7,15.379515700983537,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,1,0,0,0,3,1,0,12,5,3,5,3,3,3,4,9.4,7.772180384774544,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,3,1,1,50,2,5,2,5,3,3,3,5.8,5.4196401853765215,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,2,0,1,48,2,4,2,4,2,2,3,7.8,7.016672066366418,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,1,1,0,0,1,3,1,0,20,5,3,3,3,3,3,5,4.9,1.7669589640122012,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,2,0,1,50,3,5,1,5,1,1,1,5.8,4.788085261502133,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,0,3,2,0,18,5,3,5,3,3,3,3,6.8,6.8,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,1,0,0,3,1,2,27,3,3,3,3,4,5,3,1.9,1.6157977858111887,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,3,1,2,30,4,3,3,4,4,4,3,2.2,1.854708468370375,1,0,0,0,0,1,0,0,0,0,1,0,0
